32.536382,-86.64449,91.80298636
30.659218,-87.746067,114.6476502
31.87067,-85.405456,31.02920635
33.015893,-87.127148,36.80639659
33.977448,-86.567246,88.90219239
32.101759,-85.717261,17.52394409
31.751667,-86.681969,26.96475029
33.771706,-85.822513,195.7059954
32.917943,-85.391812,57.35661684
34.069515,-85.654242,46.93696948
32.85406,-86.726628,62.99018264
31.991008,-88.248887,15.1713191
31.685521,-87.818624,20.8588858
33.267809,-85.862051,23.06771464
33.671981,-85.516109,26.7309409
31.402183,-85.989201,73.56415287
34.703112,-87.801457,91.84315724
31.428293,-86.992029,15.55949732
32.931445,-86.243482,17.72705346
31.243987,-86.448721,36.64882343
31.732826,-86.319222,22.84015505
34.131923,-86.869267,109.4195887
31.430654,-85.609476,89.55003119
32.33354,-87.114356,44.77390811
34.460929,-85.803992,91.50642201
32.597229,-86.142739,128.2213797
31.121748,-87.168429,40.5457739
34.047638,-86.03442,195.1995454
33.732249,-87.752049,27.46869324
34.441988,-87.842815,50.02043164
31.090866,-85.824346,46.63932257
32.844497,-87.964201,13.97753087
32.752796,-87.623061,24.47421589
31.516978,-85.239971,30.80017802
31.158193,-85.296398,175.1341786
34.763522,-85.9774,49.38174248
33.553444,-86.896536,592.5314683
33.787085,-88.087431,24.07885644
34.904122,-87.650997,138.848909
34.529776,-87.321865,49.71781351
32.604064,-85.353048,230.8455795
34.810239,-86.9814,147.8418962
32.147888,-86.650586,15.78268807
32.387027,-85.692887,35.23161188
34.764238,-86.55108,417.6820406
32.247591,-87.791091,21.52460584
34.138219,-87.881551,41.46077285
34.309564,-86.321668,164.3904129
30.684573,-88.196568,335.9201584
31.580332,-87.383266,22.490555
32.203651,-86.203831,292.4627063
34.454484,-86.846402,206.2530099
32.639005,-87.293827,14.71658996
33.296809,-88.096878,22.4027919
31.798726,-85.941997,48.94999807
33.296475,-85.464068,39.4677461
32.289811,-85.18698,82.58258727
33.712963,-86.315663,132.2879181
33.262937,-86.678104,248.5380862
32.597481,-88.200057,15.22646083
33.369277,-86.175805,111.6908147
32.863369,-85.799553,58.08064244
33.290202,-87.52286,147.2708634
33.791571,-87.301092,84.71142276
31.406974,-88.202078,16.27558422
31.99033,-87.302205,13.13452591
34.155888,-87.364147,39.94264078
55.243722,-161.950749,0.44987477
51.959447,178.338813,1.266662962
61.177549,-149.274354,171.1907727
60.928916,-160.15335,0.419349242
58.731373,-156.986612,1.978791012
63.682732,-150.026719,0.143199839
59.824816,-158.602233,0.261029563
64.690832,-146.599867,13.29765887
59.099905,-135.578102,1.081687225
58.076434,-135.1851,0.285717513
58.3727,-134.178781,11.57505503
60.366373,-152.321973,3.446274294
55.449938,-131.106685,2.773950511
57.553611,-153.630911,2.07524789
58.205065,-156.705188,0.068958201
62.182174,-149.407974,3.616521818
64.783686,-164.188912,0.413382928
69.449343,-153.47283,0.106318914
67.005066,-160.021086,0.21148309
56.639612,-133.527996,1.16240735
55.415683,-132.875734,1.41707366
57.142509,-135.332624,3.094059622
59.575097,-135.335418,2.140054165
63.864997,-143.218628,0.283784347
61.34984,-145.023141,0.28142622
62.283174,-163.19095,0.436672965
56.279121,-132.040326,0.932132932
59.999083,-140.239593,0.086542091
65.376131,-151.576855,0.038404234
35.385845,-109.493747,6.386949397
31.881793,-109.75412,21.30272524
35.829692,-111.773728,7.219605256
33.789618,-110.81187,11.2647656
32.931828,-109.87831,8.051750996
33.238872,-109.242323,4.577549229
33.727625,-114.038793,4.553486521
33.346541,-112.495534,414.8975728
35.717705,-113.749689,15.03904566
35.390934,-110.320908,10.79843649
32.128237,-111.783018,106.7006813
32.91891,-111.367257,70.03301767
31.525904,-110.84519,38.33728402
34.630044,-112.573745,25.97809146
32.773942,-113.910905,35.50077693
34.289574,-91.376547,19.23500915
33.190835,-91.772267,23.61595463
36.28071,-92.330438,74.89495438
36.337825,-94.256187,261.2110362
36.304308,-93.079204,62.52297829
33.463819,-92.168164,17.72558612
33.56046,-92.513879,8.539869961
36.337774,-93.541663,43.55906407
33.267139,-91.297158,18.31433609
34.053312,-93.176205,26.550849
36.367302,-90.418704,25.15071192
35.566288,-92.059974,46.90333254
33.893201,-92.188714,14.53537488
33.21507,-93.226901,32.05000176
35.265702,-92.689248,38.52059756
35.828268,-90.630411,136.3718634
35.583041,-94.236224,104.4488732
35.211878,-90.315331,83.47874574
35.291259,-90.773894,28.99180864
33.967823,-92.653999,12.16087841
33.828748,-91.244427,16.93414845
33.587242,-91.722778,22.34425778
35.146356,-92.324654,174.7797445
35.508573,-93.887672,29.76889483
36.383443,-91.819239,19.80769791
34.578861,-93.146915,141.6740806
34.288063,-92.423984,28.2569574
36.119922,-90.565241,72.85801083
33.728611,-93.665809,31.07680888
34.315177,-92.944147,53.5157558
34.083179,-93.990988,23.42860638
35.737499,-91.559942,47.97022854
36.094879,-91.913625,23.5903248
35.596605,-91.223178,28.38921156
34.277696,-91.930701,88.92949264
35.573359,-93.466322,38.70846494
33.24066,-93.611643,14.47182112
36.041098,-91.101153,29.63680239
34.77975,-90.779288,17.2977709
33.957665,-91.727624,25.17109901
33.699497,-94.229774,24.74575061
35.21855,-93.720563,31.56646072
34.755114,-91.894132,88.69017345
36.012545,-93.724053,18.83956344
36.266656,-92.678588,27.89405185
33.305505,-93.901509,69.47494957
35.766943,-90.052209,51.61152776
34.679513,-91.203314,13.42234345
34.545652,-93.664147,12.164692
33.666699,-93.305072,14.56209324
35.910063,-93.215084,10.14744864
33.591158,-92.878418,35.64493172
34.946363,-92.926877,18.94262262
34.425842,-90.848386,31.27520078
34.158191,-93.658659,18.79897039
35.568981,-90.680595,32.4147634
34.490915,-94.230884,24.090598
35.455297,-93.031535,76.00043321
34.828225,-91.5572,13.44994583
34.773988,-92.316515,503.7728871
36.341299,-91.028441,27.55174481
35.014438,-90.742199,44.51684151
34.648525,-92.674463,148.0340076
34.858869,-94.063641,12.58853326
35.90966,-92.699351,12.30304987
35.196981,-94.274989,236.4004505
33.994608,-94.24329,30.18441905
36.173399,-91.471069,28.56202197
35.856989,-92.140494,20.43848583
33.168219,-92.598145,40.067782
35.582959,-92.515977,24.4230332
35.971209,-94.218417,215.5757214
35.254722,-91.753158,74.46416926
35.189071,-91.244418,12.3723779
34.997713,-93.408303,23.85524912
37.648081,-121.913304,2043.621459
38.61761,-119.798999,1.591424996
38.44355,-120.653856,64.0633856
39.665959,-121.601919,134.436199
38.187844,-120.555115,44.68378803
39.177739,-122.237563,18.61338575
37.919479,-121.951543,1465.247641
41.749903,-123.980998,28.42882311
38.785532,-120.534398,106.0131168
36.761006,-119.655019,156.1684131
39.602546,-122.4017,21.40268976
40.706673,-123.925818,37.73079891
33.040816,-115.355395,41.78706954
36.561977,-117.403927,1.821650174
35.346629,-118.729506,103.2513125
36.072478,-119.81553,110.1049359
39.094802,-122.746757,51.46585975
40.721089,-120.629931,7.684119384
34.196398,-118.261862,2419.636687
37.210039,-119.749852,70.59435142
38.051817,-122.745974,485.1164507
37.570034,-119.91286,12.5971828
39.432388,-123.442881,25.05202714
37.194806,-120.722802,132.1946778
41.592919,-120.71837,2.472324817
37.915836,-118.875167,4.657948128
36.240107,-121.315573,126.5188175
38.507351,-122.325995,182.376978
39.295191,-120.773446,103.1184875
33.675687,-117.777207,3807.682578
39.062032,-120.722718,247.640207
39.99517,-120.829516,7.83653076
33.729828,-116.002239,303.8433465
38.450011,-121.340441,1470.789224
36.610702,-121.085296,39.79880609
34.85722,-116.181197,101.4716204
33.023604,-116.776117,735.8177448
37.727239,-123.032229,17179.07964
37.935034,-121.272237,492.5574382
35.385227,-120.44754,81.74367839
37.414664,-122.371542,1602.226098
34.537378,-120.038485,154.9842144
37.220777,-121.690622,1381.010774
37.012488,-122.007205,589.3973089
40.760522,-122.04355,46.94149126
39.576925,-120.521993,3.399026871
41.587986,-122.533287,7.152087956
38.267226,-121.939594,502.9953819
38.532574,-122.945194,307.0586078
37.562384,-121.002656,344.1555444
39.035257,-121.702758,157.2633256
40.126156,-122.232276,21.51500368
40.647724,-123.114404,4.336237369
36.230453,-118.780542,91.65822833
38.021451,-119.964708,24.9292624
34.358742,-119.133143,446.6948397
